CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	TRADED_VAL
FUTSTKHAL23-FEB-2023	2496.9	2463	2529.95	2463	2523.25	2523.25	1.05	451	61500	205	153853260
FUTSTKAUROPHARMA25-JAN-2023	442.65	443.15	447	439.2	446.35	446.35	0.83	14041	1791000	1791	795423050
FUTSTKADANIPORTS23-FEB-2023	817.2	818	829.1	807.75	827.35	827.35	1.24	583	191875	307	157512625
FUTSTKACC29-MAR-2023	2447.5	0	0	0		2478.4	1.26	0	0	0	0
FUTSTKULTRACEMCO23-FEB-2023	7081.75	7089	7122.85	7025	7082.8	7082.8	0.01	243	15000	150	105918025
FUTSTKNMDC23-FEB-2023	122.9	122.7	123.7	121.65	123.35	123.35	0.36	168	513000	114	62956125
FUTIDXBANKNIFTY29-MAR-2023	43464.6	43476.3	43625	42822.85	43107.95	43107.95	-0.82	1038	54575	2183	2356882275
FUTSTKLAURUSLABS23-FEB-2023	378.3	378	383.25	377.85	382.75	382.75	1.17	493	99000	90	37713885
FUTSTKCOALINDIA23-FEB-2023	217.9	217.45	219.4	216	218.5	218.5	0.27	590	604800	144	131845140
FUTSTKNATIONALUM29-MAR-2023	81.1	80.7	82.2	80.65	82	82	1.1	31	157500	21	12810375
FUTSTKTATACHEM23-FEB-2023	939.25	944.5	952.3	934.45	951.55	951.55	1.3	481	50000	100	47214575
FUTSTKSYNGENE25-JAN-2023	593.35	595.1	597.55	588	593.45	593.45	0.01	1340	382000	382	226172250
FUTIDXMIDCPNIFTY17-JAN-2023	7137.45	0	0	0		7179.8	0.59	0	0	0	0
FUTIDXMIDCPNIFTY07-FEB-2023	7165.9	0	0	0		7208.45	0.59	0	0	0	0
FUTSTKMARICO23-FEB-2023	507.65	512	523	509.95	514.05	514.05	1.26	171	319200	266	164328600
FUTIDXNIFTY23-FEB-2023	18169.4	18196.5	18255	18032	18130.7	18130.7	-0.21	25656	662000	13240	12005818008
FUTSTKABBOTINDIA25-JAN-2023	21997.15	22030	22279.85	21936.3	22232.85	22232.85	1.07	1184	21280	532	471040238
FUTSTKBIOCON25-JAN-2023	261.65	262.5	262.75	260.05	261.5	261.5	-0.05	10313	2665700	1159	696204135
FUTSTKONGC29-MAR-2023	146.5	146.7	146.7	146.5	146.7	148.8	1.56	9	11550	3	1693615
FUTSTKPVR25-JAN-2023	1702.95	1711.8	1716.1	1667.55	1679.9	1679.9	-1.35	7095	544159	1337	915083232.3
FUTSTKHINDALCO23-FEB-2023	464.4	464.4	469.6	460.95	468.15	468.15	0.8	301	345800	247	160846000
FUTSTKINDUSTOWER29-MAR-2023	188.3	187.85	188.2	187.45	188.15	188.15	-0.07	5	11200	4	2104620
FUTSTKINDIAMART25-JAN-2023	4316.05	4322.65	4347.5	4270.05	4338.7	4338.7	0.52	1840	48300	322	208348057.5
FUTSTKKOTAKBANK25-JAN-2023	1829.55	1829.6	1841.35	1816.05	1830.15	1830.15	0.03	80301	3950000	9875	7222087940
FUTSTKJINDALSTEL29-MAR-2023	592.45	596.7	600.2	596.7	600.05	600.05	1.28	18	11250	9	6737500
FUTSTKBSOFT23-FEB-2023	297.95	297.35	297.35	292.1	294.95	294.95	-1	162	102000	51	30029700
FUTSTKINDIGO29-MAR-2023	2034.8	2060.7	2070	2059	2070	2070	1.72	6	2100	7	4331685
FUTSTKADANIENT23-FEB-2023	3830.1	3837.25	3849.9	3770.25	3844.8	3844.8	0.38	2656	120000	480	459104987.5
FUTSTKCANBK29-MAR-2023	330.8	331	332	325	330.5	330.5	-0.09	31	86400	32	28389825
FUTSTKIRCTC25-JAN-2023	636.05	637.75	639.95	632.4	638.8	638.8	0.43	16048	1362375	1557	866775218.8
FUTSTKIDEA23-FEB-2023	7.95	7.95	8	7.8	8	8	0.62	554	8470000	121	67098500
FUTSTKBEL25-JAN-2023	99.35	99.3	100.7	98.85	100.55	100.55	1.2	17665	13206900	2317	1317757350
FUTSTKDABUR29-MAR-2023	568.75	575.95	581	575.95	581	581	2.15	5	7500	6	4341000
FUTSTKIGL29-MAR-2023	423.75	420.1	428	420.1	428	428.2	1.05	12	13750	10	5848150
FUTSTKCOFORGE23-FEB-2023	3897.15	3898.75	3898.75	3848.4	3880.1	3880.1	-0.43	195	4050	27	15666832.5
FUTSTKPETRONET29-MAR-2023	220	0	0	0		223.95	1.79	1	0	0	0
FUTSTKBPCL29-MAR-2023	341.65	341.8	344	341.5	343.65	343.65	0.58	21	14400	8	4929030
FUTSTKONGC23-FEB-2023	146.15	146.1	146.8	144.35	146.5	146.5	0.23	303	446600	116	65218037.5
FUTSTKJINDALSTEL23-FEB-2023	589.6	593.55	599.9	585.8	598.35	598.35	1.48	246	273750	219	162597375
FUTSTKMFSL29-MAR-2023	725.2	0	0	0		746.95	2.99	0	0	0	0
FUTSTKLALPATHLAB23-FEB-2023	2159.25	2163.35	2199.35	2119.95	2189.45	2189.45	1.39	333	40500	162	87616600
FUTSTKSUNPHARMA23-FEB-2023	1006.2	1008.95	1021.45	1008.95	1016.9	1016.9	1.06	203	74200	106	75383455
FUTSTKUPL23-FEB-2023	722.25	725	730.6	720.45	728.3	728.3	0.83	186	70200	54	50956620
FUTSTKSIEMENS23-FEB-2023	2830.5	2837.45	2919.45	2837.45	2909.25	2909.25	2.78	46	8250	30	23828475
FUTSTKINFY25-JAN-2023	1497.5	1508.3	1509.95	1476.6	1482.75	1482.75	-0.98	84644	8163600	20409	12170890940
FUTSTKBAJAJ-AUTO25-JAN-2023	3569.9	3574.7	3634.85	3574.7	3627.55	3627.55	1.61	4589	451250	1805	1632323200
FUTSTKSBIN29-MAR-2023	612.1	615.4	616.95	608.85	612.2	612.2	0.01	331	48000	32	29399025
FUTSTKCIPLA29-MAR-2023	1083.8	0	0	0		1105.4	1.99	2	0	0	0
FUTSTKUBL25-JAN-2023	1672.2	1676.9	1684.4	1660.25	1675.6	1675.6	0.2	2600	281600	704	471481100
FUTSTKWIPRO25-JAN-2023	390.2	391.25	392.75	384.3	388.05	388.05	-0.55	28015	8628000	5752	3349495575
FUTSTKINTELLECT25-JAN-2023	441.1	442	442	427.2	431.25	431.25	-2.23	4554	466000	466	201641150
FUTSTKHDFC23-FEB-2023	2653.2	2659.2	2663.85	2630	2647.45	2647.45	-0.21	739	64200	214	169988910
FUTSTKVOLTAS25-JAN-2023	807.95	817.45	817.45	801.6	814.2	814.2	0.77	10783	2143200	3572	1732074810
FUTSTKICICIBANK25-JAN-2023	904.1	905.65	907.5	876.1	884.1	884.1	-2.21	103654	22916600	32738	20373583580
FUTIDXFINNIFTY28-FEB-2023	19213.5	19196.55	19196.55	18908.85	18908.85	18972.95	-1.25	8	80	2	1524216
FUTSTKMRF29-MAR-2023	88000	90200	91975	89721	90800	92704.6	5.34	7	100	10	9069062.5
FUTIDXMIDCPNIFTY28-MAR-2023	7231.9	0	0	0		7274.85	0.59	0	0	0	0
FUTSTKSIEMENS25-JAN-2023	2824.85	2831.5	2910	2826.75	2901.9	2901.9	2.72	5913	451275	1641	1299427566
FUTSTKCIPLA25-JAN-2023	1072.3	1071.25	1096	1070.9	1092.7	1092.7	1.9	12687	1879150	2891	2040971108
FUTSTKDIXON29-MAR-2023	3925.4	3838.95	3838.95	3775.8	3775.8	3898.7	-0.68	5	375	3	1424737.5
FUTSTKRBLBANK23-FEB-2023	181.55	185.05	188.5	182.65	188.05	188.05	3.58	214	1640000	328	304435000
FUTSTKICICIPRULI23-FEB-2023	473.6	473	476.55	471.4	476.35	476.35	0.58	200	126000	84	59747775
FUTSTKZEEL29-MAR-2023	240.7	241.8	243	241.35	241.35	243.5	1.16	15	21000	7	5084700
FUTSTKITC23-FEB-2023	325.85	326.7	332.35	326.7	331.85	331.85	1.84	3045	1110400	694	366850640
FUTSTKPAGEIND29-MAR-2023	42829.4	0	0	0		42963.1	0.31	1	0	0	0
FUTSTKVEDL29-MAR-2023	312.4	312.4	315.95	312.4	315.85	315.85	1.1	25	28000	14	8791800
FUTSTKTATACONSUM29-MAR-2023	774.55	788.3	788.3	777	777	775.85	0.16	10	2700	3	2114010
FUTSTKGRASIM29-MAR-2023	1717.15	0	0	0		1724.9	0.45	0	0	0	0
FUTSTKZYDUSLIFE23-FEB-2023	428.75	429	436.55	429	436	436	1.69	113	84600	47	36690210
FUTSTKPEL23-FEB-2023	824.9	826.65	826.65	804.5	813.25	813.25	-1.41	518	166100	302	135087507.5
FUTSTKTCS23-FEB-2023	3333.6	3339.2	3359.5	3305.55	3328.55	3328.55	-0.15	1300	75600	432	251865005
FUTSTKULTRACEMCO25-JAN-2023	7037.2	7045	7078	6980.65	7045.55	7045.55	0.11	21909	363300	3633	2555573220
FUTSTKJKCEMENT25-JAN-2023	2925.7	2940.1	2961	2888.5	2902.25	2902.25	-0.8	1914	170000	680	495873200
FUTSTKGAIL23-FEB-2023	96.2	96.45	98.5	95.95	98.15	98.15	2.02	176	786900	86	76454655
FUTSTKHDFCBANK23-FEB-2023	1627	1629.4	1634.15	1607	1616	1616	-0.67	4301	415800	756	672798142.5
FUTSTKPEL29-MAR-2023	828.9	817.9	817.9	812	817	816.75	-1.46	8	3850	7	3139290
FUTSTKBALKRISIND29-MAR-2023	2156.4	2200	2238	2200	2238	2211.25	2.54	11	1800	6	3971400
FUTSTKAUBANK23-FEB-2023	634.25	629.9	631.25	615	624.4	624.4	-1.55	214	187000	187	116225500
FUTSTKTECHM23-FEB-2023	1028.65	1030.35	1032	1014	1021.5	1021.5	-0.69	706	87600	146	89552070
FUTSTKBPCL23-FEB-2023	338.1	338.65	344.35	337.6	343.8	343.8	1.68	317	271800	151	93010410
FUTSTKRELIANCE25-JAN-2023	2531.75	2537.1	2549.4	2517.3	2529.9	2529.9	-0.07	137571	7236000	28944	18324138788
FUTSTKCANBK25-JAN-2023	328.65	329.65	331.6	321.85	329	329	0.1	15352	23527800	8714	7684158825
FUTSTKBAJAJ-AUTO23-FEB-2023	3587.3	3615.95	3649.5	3615.95	3644.9	3644.9	1.6	84	10000	40	36331625
FUTSTKABFRL29-MAR-2023	284.7	284	287	284	285.4	284.05	-0.22	7	15600	6	4449640
FUTSTKUPL29-MAR-2023	727	0	0	0		731.6	0.63	13	0	0	0
FUTSTKASTRAL29-MAR-2023	2047	2010	2034.4	2010	2034.4	2041.6	-0.26	3	825	3	1664960
FUTSTKSYNGENE23-FEB-2023	596.4	598.85	599	592	597.3	596.75	0.05	22	6000	6	3574150
FUTSTKWIPRO23-FEB-2023	392.35	393.5	394.5	386.75	390.1	390.1	-0.57	1832	1021500	681	398563725
FUTSTKASTRAL23-FEB-2023	2030.75	2035.6	2039.55	1990.85	2032.7	2032.7	0.09	88	16225	59	32788346.25
FUTSTKJUBLFOOD23-FEB-2023	503.7	505.05	509.5	498	507.95	507.95	0.84	524	246250	197	123704500
FUTSTKNAVINFLUOR23-FEB-2023	3964.1	3964.1	3997.65	3954.75	3969.65	3969.65	0.14	47	1800	12	7148212.5
FUTSTKBAJFINANCE23-FEB-2023	6630.8	6550	6550	6097.6	6154.25	6154.25	-7.18	2128	515125	4121	3191566619
FUTSTKM&M23-FEB-2023	1249.85	1248.95	1266	1248.95	1264.85	1264.85	1.2	205	67200	96	84609245
FUTSTKIOC23-FEB-2023	78.75	79.2	80	78.95	79.85	79.85	1.39	382	1803750	185	143109525
FUTSTKMETROPOLIS29-MAR-2023	1380.25	1372.65	1372.65	1372.65	1372.65	1389.4	0.66	2	400	1	549060
FUTSTKPFC29-MAR-2023	155.55	154.25	158.45	154.25	157.8	157.8	1.44	26	161200	26	25207960
FUTSTKBRITANNIA29-MAR-2023	4302.1	4366	4413	4351.3	4355	4380.7	1.82	8	3000	15	13118710
FUTSTKICICIPRULI29-MAR-2023	476.2	475	477	475	477	479.1	0.6	5	3000	2	1428000
FUTSTKABCAPITAL29-MAR-2023	150.6	150.85	152	150.75	151.8	151.8	0.79	4	32400	6	4904550
FUTSTKICICIGI29-MAR-2023	1255.75	1296.6	1296.6	1296.6	1296.6	1296.6	3.25	4	425	1	551055
FUTSTKDALBHARAT25-JAN-2023	1854.75	1858.35	1889.5	1837.55	1884.7	1884.7	1.61	2264	378500	757	707133400
FUTSTKHONAUT25-JAN-2023	40533.25	40548.4	40695.8	39700	40000.5	40000.5	-1.31	2438	9525	635	381443581.5
FUTSTKADANIPORTS25-JAN-2023	811.9	814.45	823.65	799.85	821.8	821.8	1.21	99662	4877500	7804	3976544469
FUTSTKSBILIFE25-JAN-2023	1262.65	1263.55	1278.65	1258.45	1274.55	1274.55	0.94	8830	1493250	1991	1898514825
FUTSTKHDFC25-JAN-2023	2639.6	2648.1	2654	2615.15	2632.35	2632.35	-0.27	62392	2451000	8170	6454897260
FUTSTKSAIL25-JAN-2023	85.6	86.2	88.05	84.9	87.75	87.75	2.51	14724	34056000	4257	2950828400
FUTSTKAXISBANK29-MAR-2023	969.5	970.55	972.95	952.5	960.7	960.7	-0.9	350	97200	81	93459060
FUTSTKPNB25-JAN-2023	56.5	56.85	57.45	55.65	57.15	57.15	1.15	13339	101152000	6322	5718256000
FUTSTKIBULHSGFIN25-JAN-2023	145.9	146.15	146.65	141	144.7	144.7	-0.82	11024	13368000	3342	1924814200
FUTSTKAUBANK29-MAR-2023	633	621.9	626	620.45	623.65	623.65	-1.47	11	5000	5	3116350
FUTSTKEXIDEIND23-FEB-2023	179.45	179.35	182.15	179.2	181.6	181.6	1.19	1467	237600	66	42972840
FUTSTKDIVISLAB29-MAR-2023	3489.95	3494.4	3500.6	3489.5	3500.6	3500.6	0.3	28	600	4	2096737.5
FUTSTKABB29-MAR-2023	2748.1	0	0	0		2849.95	3.7	0	0	0	0
FUTSTKAUROPHARMA29-MAR-2023	448.2	0	0	0		450.85	0.59	23	0	0	0
FUTSTKALKEM23-FEB-2023	2974.85	2994.15	3015.1	2994.15	3015.1	3071.1	3.23	60	800	4	2402450
FUTSTKRECLTD25-JAN-2023	122.6	123.35	124.45	121.45	124.25	124.25	1.34	9509	28552000	3569	3516934800
FUTSTKIEX23-FEB-2023	141.05	141.35	141.55	139.55	141.45	141.45	0.28	851	420000	112	59080875
FUTSTKHINDALCO25-JAN-2023	461.35	462.8	467.25	458.05	465.4	465.4	0.87	16204	10204600	7289	4723661600
FUTSTKIBULHSGFIN29-MAR-2023	147.4	147.05	147.05	143.85	146.25	146.25	-0.78	27	44000	11	6377600
FUTSTKIOC29-MAR-2023	79.35	79.1	79.95	79.1	79.95	79.95	0.75	22	107250	11	8524912.5
FUTSTKCOALINDIA25-JAN-2023	217.45	217	219.15	215.35	218.25	218.25	0.36	5692	11449200	2726	2492494410
FUTSTKINDUSINDBK29-MAR-2023	1239.9	1240.9	1240.9	1220	1233.8	1233.8	-0.49	334	1800	4	2214495
FUTSTKMUTHOOTFIN25-JAN-2023	1082.45	1083.75	1088.4	1062.35	1075.2	1075.2	-0.66	12716	1091750	1985	1171438345
FUTSTKCOLPAL29-MAR-2023	1537	1553	1553	1538.55	1538.55	1548.85	0.77	13	4900	14	7569100
FUTSTKDEEPAKNTR23-FEB-2023	1957.05	1955.4	1964.25	1923.1	1954.2	1954.2	-0.14	360	38250	153	74330187.5
FUTSTKTRENT23-FEB-2023	1317.15	1312	1318	1287.05	1293.3	1293.3	-1.81	68	25200	63	32754900
FUTSTKAPOLLOTYRE29-MAR-2023	325.25	327.8	340.25	327.8	340.15	340.15	4.58	41	283500	81	95317950
FUTSTKOBEROIRLTY29-MAR-2023	873.85	0	0	0		872.4	-0.16	0	0	0	0
FUTSTKMGL23-FEB-2023	851.25	849.9	867.9	849.9	866.65	866.65	1.8	136	21600	27	18581680
FUTSTKGRASIM23-FEB-2023	1708.55	1704.2	1720.4	1696.5	1718.1	1718.1	0.55	61	10925	23	18649735
FUTSTKCHOLAFIN29-MAR-2023	729.9	715	715	710	710	693.95	-4.92	4	2500	2	1781250
FUTSTKIBULHSGFIN23-FEB-2023	146.65	146.8	147.15	142.05	145.05	145.05	-1.09	1261	3868000	967	558896400
FUTSTKCUMMINSIND29-MAR-2023	1414.95	0	0	0		1435.75	1.47	3	0	0	0
FUTSTKNATIONALUM23-FEB-2023	81.1	81.65	82.3	80.15	81.65	81.65	0.67	336	1590000	212	129347250
FUTSTKMCDOWELL-N23-FEB-2023	861.5	862.8	869.5	850.05	859.3	859.3	-0.25	267	140000	224	120008093.8
FUTSTKRAMCOCEM29-MAR-2023	719.7	0	0	0		721.2	0.2	0	0	0	0
FUTSTKMANAPPURAM23-FEB-2023	122.5	123.45	123.45	120.65	121.6	121.6	-0.73	334	558000	93	67911000
FUTSTKGODREJCP29-MAR-2023	902.8	925.55	925.55	922	922	930.85	3.1	8	6000	6	5545100
FUTSTKNMDC25-JAN-2023	122.3	122.5	123.2	120.8	122.6	122.6	0.24	8013	10692000	2376	1304649450
FUTSTKWIPRO29-MAR-2023	394.45	395	396	389.65	392.45	392.45	-0.5	89	75000	50	29461725
FUTSTKLALPATHLAB25-JAN-2023	2205.7	2207.3	2248.85	2165	2239.5	2239.5	1.53	4698	409500	1638	907363425
FUTSTKBAJAJFINSV25-JAN-2023	1554.3	1548.95	1552	1457.95	1472.8	1472.8	-5.24	16514	8339000	16678	12354875325
FUTSTKUPL25-JAN-2023	717.55	718.65	727	715.4	724.05	724.05	0.9	15141	2464800	1896	1779931400
FUTSTKTATASTEEL25-JAN-2023	116.15	116.85	117.3	114.7	116.95	116.95	0.68	34177	69569500	12649	8071427100
FUTSTKACC23-FEB-2023	2436.45	2435	2468	2407.25	2465.05	2465.05	1.17	110	17500	70	42704500
FUTSTKBATAINDIA29-MAR-2023	1665	1650	1650	1650	1650	1660.7	-0.25	2	275	1	453750
FUTSTKPETRONET25-JAN-2023	217.25	217.45	222.25	216.25	221.8	221.8	2.09	4244	4710000	1570	1036664850
FUTSTKINDIACEM23-FEB-2023	221.9	220.85	223.55	219	223.3	223.3	0.63	70	145000	50	32031805
FUTSTKSBIN23-FEB-2023	609.55	610.5	614.8	605.95	609.8	609.8	0.04	1751	1074000	716	655171425
FUTSTKHDFCBANK29-MAR-2023	1635.6	1632	1637.9	1615.25	1623	1623	-0.77	896	15400	28	25033057.5
FUTSTKJSWSTEEL29-MAR-2023	746.1	750.55	759.8	750.55	758.7	758.7	1.68	26	17550	13	13269352.5
FUTSTKPIDILITIND23-FEB-2023	2536.5	2549.95	2578.9	2543	2548.3	2548.3	0.46	93	9000	36	23060062.5
FUTSTKHONAUT23-FEB-2023	40851.95	40400	40400	40000	40135.6	40135.6	-1.75	17	210	14	8437561.5
FUTSTKDABUR23-FEB-2023	565.55	568	578.8	568	577.8	577.8	2.16	73	91250	73	52292000
FUTSTKTRENT25-JAN-2023	1309.45	1310.7	1314.2	1277	1284.7	1284.7	-1.89	10940	1106400	2766	1426886840
FUTSTKBALKRISIND23-FEB-2023	2123.6	2164.55	2240	2164.55	2185.2	2185.2	2.9	81	36900	123	81022260
FUTSTKABBOTINDIA29-MAR-2023	22285.7	0	0	0		22450.4	0.73	2	0	0	0
FUTSTKJSWSTEEL25-JAN-2023	737.3	740.6	752.25	737.05	751	751	1.85	16804	5788800	4288	4316308628
FUTSTKBANKBARODA29-MAR-2023	185.6	184.9	186.5	183	186.5	186.5	0.48	28	46800	8	8660047.5
FUTSTKWHIRLPOOL29-MAR-2023	1529.55	0	0	0		1535.85	0.41	0	0	0	0
FUTSTKABB25-JAN-2023	2714.35	2741	2820.45	2733.4	2813.75	2813.75	3.66	7251	646000	2584	1794143638
FUTSTKHDFCBANK25-JAN-2023	1618.5	1620.35	1625.75	1597.75	1607.7	1607.7	-0.66	100773	10244300	18626	16495864935
FUTSTKALKEM29-MAR-2023	3073.15	0	0	0		3090.7	0.57	2	0	0	0
FUTSTKMARUTI29-MAR-2023	8539.65	8525.15	8619	8525.15	8617.5	8617.5	0.91	25	1400	14	12005345
FUTSTKJUBLFOOD25-JAN-2023	500.95	502.25	507	494	505.15	505.15	0.83	11939	3393750	2715	1697123563
FUTSTKTVSMOTOR25-JAN-2023	1023.55	1026.95	1034.95	1017.2	1033.35	1033.35	0.95	10506	1839600	2628	1886892595
FUTSTKASIANPAINT29-MAR-2023	3067.1	3085.55	3095	3047	3060.95	3060.95	-0.2	82	9600	48	29426300
FUTSTKTCS29-MAR-2023	3351.55	3368	3375	3324	3350.35	3350.35	-0.03	69	4375	25	14651315
FUTSTKICICIBANK29-MAR-2023	914.65	910.55	910.55	886.2	893.9	893.9	-2.26	453	65800	94	59097500
FUTSTKSUNTV23-FEB-2023	480.05	477	483.65	477	483.5	483.5	0.71	125	49500	33	23794650
FUTSTKCANFINHOME23-FEB-2023	548.4	550.85	555.65	544.2	551.95	551.95	0.64	76	30225	31	16626967.5
FUTSTKM&MFIN23-FEB-2023	234.85	238.15	241.85	235	236.3	236.3	0.61	102	564000	141	134774600
FUTSTKTECHM25-JAN-2023	1022.65	1024.7	1026.9	1006.9	1015.3	1015.3	-0.71	20583	2201400	3669	2237817300
FUTSTKCHOLAFIN25-JAN-2023	719.95	721.45	721.5	681.3	687.55	687.55	-4.5	5350	4041250	3233	2801277938
FUTSTKDEEPAKNTR29-MAR-2023	1965.05	1969	1969	1930	1930	1974.15	0.46	17	3250	13	6331112.5
FUTSTKRELIANCE23-FEB-2023	2546.6	2554.25	2563.95	2532.35	2542.95	2542.95	-0.14	2036	375250	1501	954903162.5
FUTSTKCOFORGE25-JAN-2023	3932.95	3930.45	3944	3880.4	3917.85	3917.85	-0.38	3512	165900	1106	648359100
FUTSTKPOLYCAB29-MAR-2023	2637.75	0	0	0		2689.9	1.97	0	0	0	0
FUTSTKL&TFH29-MAR-2023	89.9	89.5	89.75	89.15	89.15	90	0.11	6	26772	3	2395201.6
FUTSTKHDFCAMC29-MAR-2023	2215.5	2169.25	2169.25	2169.25	2169.25	2233.85	0.82	8	300	1	650775
FUTSTKIDEA25-JAN-2023	7.85	7.85	7.95	7.7	7.9	7.9	0.63	8373	102270000	1461	801514000
FUTSTKMUTHOOTFIN23-FEB-2023	1070.1	1057.65	1063.65	1049.6	1061.35	1061.35	-0.81	293	36850	67	38960432.5
FUTSTKLICHSGFIN25-JAN-2023	422.3	424	432.6	415.65	421.9	421.9	-0.09	6417	7424000	3712	3146983100
FUTSTKZYDUSLIFE29-MAR-2023	430.6	0	0	0		439.1	1.97	1	0	0	0
FUTSTKBOSCHLTD23-FEB-2023	16944.25	16920	17089.8	16859.25	17089.8	17089.8	0.85	33	450	9	7639705
FUTSTKWHIRLPOOL25-JAN-2023	1511.15	1507.45	1535.05	1507.45	1519.55	1519.55	0.55	1957	193900	554	294818090
FUTSTKM&M29-MAR-2023	1256.7	1266	1267	1266	1267	1272.3	1.24	13	2100	3	2660000
FUTSTKMETROPOLIS23-FEB-2023	1364	1350	1374.2	1343	1373.1	1373.1	0.66	122	5600	14	7623180
FUTSTKNAUKRI25-JAN-2023	3826.75	3835.2	3843.85	3691.6	3734.75	3734.75	-2.4	10563	661625	5293	2484747569
FUTSTKBANKBARODA25-JAN-2023	183.5	184.25	186.2	181.75	185.25	185.25	0.95	14452	39797550	6803	7319026260
FUTSTKESCORTS29-MAR-2023	2179.4	0	0	0		2202.4	1.05	0	0	0	0
FUTSTKASIANPAINT23-FEB-2023	3043.9	3051.4	3080	3024.45	3037.8	3037.8	-0.2	600	83800	419	255424330
FUTSTKDELTACORP29-MAR-2023	216.7	216.1	217.3	216.1	217.3	217.4	0.32	8	8400	3	1821960
FUTSTKMETROPOLIS25-JAN-2023	1364.6	1365.25	1379.8	1341.05	1374.3	1374.3	0.71	3382	312800	782	425547580
FUTSTKHAVELLS25-JAN-2023	1151.6	1154.65	1173.7	1149.95	1171.8	1171.8	1.75	9720	1700500	3401	1978244450
FUTSTKGUJGASLTD25-JAN-2023	477.9	480	491.75	472.5	490.4	490.4	2.61	3215	1941250	1553	939467375
FUTSTKSRF23-FEB-2023	2282.75	2283.3	2294.6	2265	2291.4	2291.4	0.37	215	14625	39	33325368.75
FUTSTKINDIAMART29-MAR-2023	4429.15	4270.9	4276.9	4270	4270	4436.05	0.15	5	450	3	1922670
FUTSTKHAVELLS29-MAR-2023	1166.95	0	0	0		1185.4	1.58	4	0	0	0
FUTSTKTITAN25-JAN-2023	2610.8	2603.05	2634.95	2558.35	2577.3	2577.3	-1.28	18755	2680125	7147	6941236688
FUTSTKNESTLEIND29-MAR-2023	19829.55	19927.3	19927.3	19927.3	19927.3	20085.35	1.28	6	40	1	797092
FUTSTKASTRAL25-JAN-2023	2019.85	2029	2029.75	1980	2020.75	2020.75	0.04	6207	473275	1721	949674825
FUTSTKM&MFIN29-MAR-2023	237.85	239	239	238.4	238.8	239.45	0.67	5	20000	5	4771000
FUTSTKGRANULES25-JAN-2023	324.45	325	329	321.6	327.9	327.9	1.06	3796	1102000	551	359443100
FUTSTKAPOLLOHOSP25-JAN-2023	4453.15	4464.75	4464.75	4369	4450.25	4450.25	-0.06	14047	514250	4114	2269493056
FUTSTKHDFCLIFE25-JAN-2023	600.2	602.75	613.1	599.4	611	611	1.79	12403	6145700	5587	3737860885
FUTSTKMPHASIS29-MAR-2023	2038.15	0	0	0		2045	0.33	6	0	0	0
FUTSTKATUL23-FEB-2023	8053.55	7918	7994.7	7885.15	7970.15	7970.15	-1.03	25	975	13	7748253.75
FUTSTKCUB23-FEB-2023	178.9	180.05	180.05	177	179.15	179.15	0.13	101	65000	13	11582250
FUTSTKCROMPTON25-JAN-2023	340.6	340.2	342.75	339.15	340.8	340.8	0.05	3023	892500	595	304055400
FUTSTKDLF25-JAN-2023	373.3	373.6	376.45	370.2	374.65	374.65	0.36	26176	5083650	3081	1897170743
FUTSTKGODREJCP23-FEB-2023	896.4	908.85	931.9	906.6	930.15	930.15	3.76	46	49000	49	45090600
FUTSTKAMBUJACEM23-FEB-2023	525.05	525.25	531.45	520.1	530.6	530.6	1.05	1047	1373400	763	726956460
FUTSTKCANBK23-FEB-2023	329.3	331.25	332.9	322.8	329.65	329.65	0.1	456	1036800	384	339591825
FUTSTKINDIAMART23-FEB-2023	4401.05	4286.85	4309.8	4247.05	4247.05	4407.9	0.15	48	2250	15	9639577.5
FUTSTKNTPC25-JAN-2023	167.3	168.4	170.75	167.7	170.45	170.45	1.88	9671	25336500	4445	4297167585
FUTSTKAPOLLOHOSP23-FEB-2023	4480.3	4491.55	4491.55	4398.9	4474.4	4474.4	-0.13	160	20875	167	92756368.75
FUTSTKPOWERGRID25-JAN-2023	211.95	212.35	212.6	207.6	210	210	-0.92	12968	12276900	4547	2571656715
FUTSTKCHAMBLFERT29-MAR-2023	317.7	321.9	321.9	316.3	316.35	322.85	1.62	5	15000	10	4771650
FUTSTKBALRAMCHIN23-FEB-2023	389.25	391.25	392.65	384.15	391.2	391.2	0.5	564	203200	127	78906480
FUTSTKIRCTC23-FEB-2023	637.1	636	641.45	634.35	640.15	640.15	0.47	1145	146125	167	93301075
FUTSTKGRANULES23-FEB-2023	326.55	325.7	330.45	325.3	329.95	329.95	1.04	62	92000	46	30225500
FUTSTKPERSISTENT25-JAN-2023	3933.3	3939.95	3963.9	3875.1	3926.1	3926.1	-0.18	2532	217700	1244	852177882.5
FUTIDXNIFTY25-JAN-2023	18103.05	18155	18190	17964.4	18066	18066	-0.2	223152	10757150	215143	1.94463E+11
FUTSTKLTIM25-JAN-2023	4300.5	4309.95	4315	4257.05	4280.45	4280.45	-0.46	12255	223500	1490	956707012.5
FUTSTKSBICARD25-JAN-2023	786.45	783.4	790.45	776.1	780.5	780.5	-0.75	9197	1098400	1373	858509360
FUTSTKRBLBANK29-MAR-2023	182.8	186.95	189	184.3	188.9	188.9	3.33	11	70000	14	13060500
